Freq.	V(rc)
8.19727166112919e+02	3.50565811346756e-01,5.56593116607275e-02
8.20295554652638e+02	3.50587781946195e-01,5.56843952566565e-02
8.20864337305845e+02	3.50609776380007e-01,5.57094869232655e-02
8.21433514345813e+02	3.50631794666540e-01,5.57345866419678e-02
8.22003086046004e+02	3.50653836824137e-01,5.57596943941398e-02
8.22573052680071e+02	3.50675902871131e-01,5.57848101611319e-02
8.23143414521856e+02	3.50697992825850e-01,5.58099339242468e-02
8.23714171845391e+02	3.50720106706617e-01,5.58350656647526e-02
8.24285324924899e+02	3.50742244531744e-01,5.58602053638917e-02
8.24856874034791e+02	3.50764406319540e-01,5.58853530028546e-02
8.25428819449670e+02	3.50786592088307e-01,5.59105085628061e-02
8.26001161444330e+02	3.50808801856336e-01,5.59356720248737e-02
8.26573900293752e+02	3.50831035641918e-01,5.59608433701421e-02
8.27147036273112e+02	3.50853293463329e-01,5.59860225796690e-02
8.27720569657775e+02	3.50875575338844e-01,5.60112096344649e-02
8.28294500723296e+02	3.50897881286729e-01,5.60364045155121e-02
8.28868829745422e+02	3.50920211325240e-01,5.60616072037552e-02
8.29443557000091e+02	3.50942565472631e-01,5.60868176800984e-02
8.30018682763434e+02	3.50964943747144e-01,5.61120359254113e-02
8.30594207311770e+02	3.50987346167016e-01,5.61372619205284e-02
8.31170130921612e+02	3.51009772750475e-01,5.61624956462473e-02
8.31746453869664e+02	3.51032223515743e-01,5.61877370833246e-02
8.32323176432824e+02	3.51054698481033e-01,5.62129862124865e-02
8.32900298888178e+02	3.51077197664552e-01,5.62382430144171e-02
8.33477821513006e+02	3.51099721084497e-01,5.62635074697673e-02
8.34055744584783e+02	3.51122268759059e-01,5.62887795591516e-02
8.34634068381171e+02	3.51144840706421e-01,5.63140592631432e-02
8.35212793180030e+02	3.51167436944757e-01,5.63393465622829e-02
8.35791919259408e+02	3.51190057492233e-01,5.63646414370727e-02
8.36371446897548e+02	3.51212702367008e-01,5.63899438679795e-02
8.36951376372888e+02	3.51235371587234e-01,5.64152538354278e-02
8.37531707964054e+02	3.51258065171050e-01,5.64405713198115e-02
8.38112441949870e+02	3.51280783136592e-01,5.64658963014871e-02
8.38693578609351e+02	3.51303525501985e-01,5.64912287607694e-02
8.39275118221706e+02	3.51326292285346e-01,5.65165686779412e-02
8.39857061066337e+02	3.51349083504784e-01,5.65419160332424e-02
8.40439407422840e+02	3.51371899178400e-01,5.65672708068815e-02
8.41022157571006e+02	3.51394739324283e-01,5.65926329790304e-02
8.41605311790819e+02	3.51417603960518e-01,5.66180025298177e-02
8.42188870362456e+02	3.51440493105179e-01,5.66433794393364e-02
8.42772833566290e+02	3.51463406776331e-01,5.66687636876488e-02
8.43357201682889e+02	3.51486344992031e-01,5.66941552547723e-02
8.43941974993013e+02	3.51509307770326e-01,5.67195541206909e-02
8.44527153777618e+02	3.51532295129254e-01,5.67449602653509e-02
8.45112738317857e+02	3.51555307086846e-01,5.67703736686614e-02
8.45698728895074e+02	3.51578343661122e-01,5.67957943104907e-02
8.46285125790810e+02	3.51601404870093e-01,5.68212221706750e-02
8.46871929286802e+02	3.51624490731761e-01,5.68466572290114e-02
8.47459139664981e+02	3.51647601264118e-01,5.68720994652575e-02
8.48046757207474e+02	3.51670736485149e-01,5.68975488591349e-02
8.48634782196604e+02	3.51693896412826e-01,5.69230053903284e-02
8.49223214914889e+02	3.51717081065114e-01,5.69484690384846e-02
8.49812055645044e+02	3.51740290459968e-01,5.69739397832120e-02
8.50401304669978e+02	3.51763524615332e-01,5.69994176040830e-02
8.50990962272798e+02	3.51786783549142e-01,5.70249024806303e-02
8.51581028736808e+02	3.51810067279323e-01,5.70503943923515e-02
8.52171504345506e+02	3.51833375823791e-01,5.70758933187036e-02
8.52762389382587e+02	3.51856709200452e-01,5.71013992391100e-02
8.53353684131946e+02	3.51880067427201e-01,5.71269121329511e-02
8.53945388877670e+02	3.51903450521923e-01,5.71524319795782e-02
8.54537503904046e+02	3.51926858502495e-01,5.71779587582927e-02
8.55130029495558e+02	3.51950291386781e-01,5.72034924483697e-02
8.55722965936887e+02	3.51973749192637e-01,5.72290330290380e-02
8.56316313512910e+02	3.51997231937905e-01,5.72545804794962e-02
8.56910072508703e+02	3.52020739640422e-01,5.72801347788975e-02
8.57504243209540e+02	3.52044272318010e-01,5.73056959063639e-02
8.58098825900891e+02	3.52067829988484e-01,5.73312638409727e-02
8.58693820868426e+02	3.52091412669644e-01,5.73568385617708e-02
8.59289228398012e+02	3.52115020379284e-01,5.73824200477612e-02
8.59885048775714e+02	3.52138653135183e-01,5.74080082779134e-02
8.60481282287795e+02	3.52162310955112e-01,5.74336032311548e-02
8.61077929220719e+02	3.52185993856831e-01,5.74592048863768e-02
8.61674989861146e+02	3.52209701858086e-01,5.74848132224361e-02
8.62272464495935e+02	3.52233434976617e-01,5.75104282181435e-02
8.62870353412145e+02	3.52257193230148e-01,5.75360498522793e-02
8.63468656897034e+02	3.52280976636396e-01,5.75616781035788e-02
8.64067375238057e+02	3.52304785213062e-01,5.75873129507496e-02
8.64666508722873e+02	3.52328618977840e-01,5.76129543724488e-02
8.65266057639334e+02	3.52352477948410e-01,5.76386023473057e-02
8.65866022275498e+02	3.52376362142443e-01,5.76642568539009e-02
8.66466402919619e+02	3.52400271577595e-01,5.76899178707894e-02
8.67067199860151e+02	3.52424206271513e-01,5.77155853764758e-02
8.67668413385749e+02	3.52448166241832e-01,5.77412593494370e-02
8.68270043785268e+02	3.52472151506174e-01,5.77669397681016e-02
8.68872091347763e+02	3.52496162082150e-01,5.77926266108688e-02
8.69474556362490e+02	3.52520197987360e-01,5.78183198560951e-02
8.70077439118904e+02	3.52544259239389e-01,5.78440194820996e-02
8.70680739906664e+02	3.52568345855814e-01,5.78697254671585e-02
8.71284459015626e+02	3.52592457854198e-01,5.78954377895181e-02
8.71888596735849e+02	3.52616595252089e-01,5.79211564273812e-02
8.72493153357592e+02	3.52640758067029e-01,5.79468813589113e-02
8.73098129171318e+02	3.52664946316542e-01,5.79726125622354e-02
8.73703524467688e+02	3.52689160018142e-01,5.79983500154433e-02
8.74309339537567e+02	3.52713399189330e-01,5.80240936965838e-02
8.74915574672019e+02	3.52737663847595e-01,5.80498435836678e-02
8.75522230162313e+02	3.52761954010413e-01,5.80755996546691e-02
8.76129306299919e+02	3.52786269695246e-01,5.81013618875207e-02
8.76736803376507e+02	3.52810610919546e-01,5.81271302601170e-02
8.77344721683951e+02	3.52834977700751e-01,5.81529047503173e-02
8.77953061514328e+02	3.52859370056283e-01,5.81786853359395e-02
8.78561823159917e+02	3.52883788003557e-01,5.82044719947600e-02
8.79171006913198e+02	3.52908231559970e-01,5.82302647045233e-02
8.79780613066856e+02	3.52932700742907e-01,5.82560634429319e-02
8.80390641913778e+02	3.52957195569741e-01,5.82818681876467e-02
8.81001093747054e+02	3.52981716057830e-01,5.83076789162961e-02
8.81611968859979e+02	3.53006262224521e-01,5.83334956064646e-02
8.82223267546047e+02	3.53030834087146e-01,5.83593182356971e-02
8.82834990098961e+02	3.53055431663022e-01,5.83851467815068e-02
8.83447136812623e+02	3.53080054969455e-01,5.84109812213604e-02
8.84059707981142e+02	3.53104704023736e-01,5.84368215326902e-02
8.84672703898828e+02	3.53129378843143e-01,5.84626676928867e-02
8.85286124860199e+02	3.53154079444940e-01,5.84885196793032e-02
8.85899971159974e+02	3.53178805846375e-01,5.85143774692597e-02
8.86514243093077e+02	3.53203558064687e-01,5.85402410400229e-02
8.87128940954637e+02	3.53228336117095e-01,5.85661103688362e-02
8.87744065039987e+02	3.53253140020808e-01,5.85919854328953e-02
8.88359615644667e+02	3.53277969793019e-01,5.86178662093572e-02
8.88975593064418e+02	3.53302825450907e-01,5.86437526753438e-02
8.89591997595189e+02	3.53327707011637e-01,5.86696448079363e-02
8.90208829533133e+02	3.53352614492360e-01,5.86955425841726e-02
8.90826089174610e+02	3.53377547910211e-01,5.87214459810595e-02
8.91443776816184e+02	3.53402507282313e-01,5.87473549755582e-02
8.92061892754624e+02	3.53427492625770e-01,5.87732695445945e-02
8.92680437286906e+02	3.53452503957676e-01,5.87991896650544e-02
8.93299410710212e+02	3.53477541295107e-01,5.88251153137841e-02
8.93918813321929e+02	3.53502604655126e-01,5.88510464675879e-02
8.94538645419652e+02	3.53527694054779e-01,5.88769831032395e-02
8.95158907301180e+02	3.53552809511100e-01,5.89029251974641e-02
8.95779599264520e+02	3.53577951041104e-01,5.89288727269529e-02
8.96400721607885e+02	3.53603118661795e-01,5.89548256683538e-02
8.97022274629697e+02	3.53628312390157e-01,5.89807839982814e-02
8.97644258628580e+02	3.53653532243163e-01,5.90067476933091e-02
8.98266673903371e+02	3.53678778237769e-01,5.90327167299658e-02
8.98889520753110e+02	3.53704050390915e-01,5.90586910847489e-02
8.99512799477045e+02	3.53729348719525e-01,5.90846707341089e-02
9.00136510374634e+02	3.53754673240507e-01,5.91106556544667e-02
9.00760653745538e+02	3.53780023970757e-01,5.91366458221938e-02
9.01385229889632e+02	3.53805400927151e-01,5.91626412136256e-02
9.02010239106993e+02	3.53830804126550e-01,5.91886418050650e-02
9.02635681697909e+02	3.53856233585800e-01,5.92146475727635e-02
9.03261557962876e+02	3.53881689321731e-01,5.92406584929456e-02
9.03887868202599e+02	3.53907171351155e-01,5.92666745417857e-02
9.04514612717989e+02	3.53932679690871e-01,5.92926956954249e-02
9.05141791810169e+02	3.53958214357657e-01,5.93187219299661e-02
9.05769405780468e+02	3.53983775368281e-01,5.93447532214663e-02
9.06397454930426e+02	3.54009362739488e-01,5.93707895459486e-02
9.07025939561789e+02	3.54034976488010e-01,5.93968308793976e-02
9.07654859976517e+02	3.54060616630563e-01,5.94228771977509e-02
9.08284216476775e+02	3.54086283183844e-01,5.94489284769157e-02
9.08914009364940e+02	3.54111976164535e-01,5.94749846927533e-02
9.09544238943598e+02	3.54137695589300e-01,5.95010458210880e-02
9.10174905515544e+02	3.54163441474786e-01,5.95271118377063e-02
9.10806009383784e+02	3.54189213837625e-01,5.95531827183480e-02
9.11437550851534e+02	3.54215012694429e-01,5.95792584387258e-02
9.12069530222220e+02	3.54240838061795e-01,5.96053389744986e-02
9.12701947799478e+02	3.54266689956302e-01,5.96314243012980e-02
9.13334803887155e+02	3.54292568394510e-01,5.96575143947076e-02
9.13968098789309e+02	3.54318473392966e-01,5.96836092302754e-02
9.14601832810208e+02	3.54344404968194e-01,5.97097087835087e-02
9.15236006254332e+02	3.54370363136704e-01,5.97358130298769e-02
9.15870619426371e+02	3.54396347914987e-01,5.97619219448054e-02
9.16505672631227e+02	3.54422359319519e-01,5.97880355036814e-02
9.17141166174014e+02	3.54448397366753e-01,5.98141536818585e-02
9.17777100360056e+02	3.54474462073128e-01,5.98402764546436e-02
9.18413475494889e+02	3.54500553455064e-01,5.98664037973062e-02
9.19050291884262e+02	3.54526671528963e-01,5.98925356850753e-02
9.19687549834136e+02	3.54552816311209e-01,5.99186720931395e-02
9.20325249650683e+02	3.54578987818166e-01,5.99448129966518e-02
9.20963391640287e+02	3.54605186066182e-01,5.99709583707222e-02
9.21601976109546e+02	3.54631411071586e-01,5.99971081904209e-02
9.22241003365270e+02	3.54657662850687e-01,6.00232624307790e-02
9.22880473714482e+02	3.54683941419779e-01,6.00494210667878e-02
9.23520387464416e+02	3.54710246795133e-01,6.00755840733969e-02
9.24160744922521e+02	3.54736578993004e-01,6.01017514255200e-02
9.24801546396460e+02	3.54762938029627e-01,6.01279230980306e-02
9.25442792194107e+02	3.54789323921219e-01,6.01540990657548e-02
9.26084482623550e+02	3.54815736683977e-01,6.01802793034900e-02
9.26726617993091e+02	3.54842176334081e-01,6.02064637859865e-02
9.27369198611248e+02	3.54868642887688e-01,6.02326524879556e-02
9.28012224786748e+02	3.54895136360941e-01,6.02588453840711e-02
9.28655696828537e+02	3.54921656769957e-01,6.02850424489677e-02
9.29299615045772e+02	3.54948204130841e-01,6.03112436572332e-02
9.29943979747826e+02	3.54974778459673e-01,6.03374489834266e-02
9.30588791244286e+02	3.55001379772516e-01,6.03636584020549e-02
9.31234049844952e+02	3.55028008085411e-01,6.03898718875950e-02
9.31879755859843e+02	3.55054663414384e-01,6.04160894144785e-02
9.32525909599189e+02	3.55081345775436e-01,6.04423109570975e-02
9.33172511373437e+02	3.55108055184550e-01,6.04685364898075e-02
9.33819561493248e+02	3.55134791657689e-01,6.04947659869233e-02
9.34467060269500e+02	3.55161555210798e-01,6.05209994227129e-02
9.35115008013286e+02	3.55188345859799e-01,6.05472367714121e-02
9.35763405035913e+02	3.55215163620594e-01,6.05734780072162e-02
9.36412251648907e+02	3.55242008509066e-01,6.05997231042783e-02
9.37061548164008e+02	3.55268880541076e-01,6.06259720367099e-02
9.37711294893171e+02	3.55295779732468e-01,6.06522247785839e-02
9.38361492148570e+02	3.55322706099060e-01,6.06784813039364e-02
9.39012140242595e+02	3.55349659656653e-01,6.07047415867599e-02
9.39663239487850e+02	3.55376640421026e-01,6.07310056010075e-02
9.40314790197159e+02	3.55403648407940e-01,6.07572733205902e-02
9.40966792683561e+02	3.55430683633130e-01,6.07835447193853e-02
9.41619247260312e+02	3.55457746112313e-01,6.08098197712238e-02
9.42272154240887e+02	3.55484835861186e-01,6.08360984498983e-02
9.42925513938977e+02	3.55511952895421e-01,6.08623807291666e-02
9.43579326668490e+02	3.55539097230673e-01,6.08886665827353e-02
9.44233592743552e+02	3.55566268882574e-01,6.09149559842811e-02
9.44888312478508e+02	3.55593467866732e-01,6.09412489074368e-02
9.45543486187920e+02	3.55620694198737e-01,6.09675453257934e-02
9.46199114186567e+02	3.55647947894157e-01,6.09938452129053e-02
9.46855196789449e+02	3.55675228968536e-01,6.10201485422858e-02
9.47511734311782e+02	3.55702537437397e-01,6.10464552874072e-02
9.48168727069002e+02	3.55729873316244e-01,6.10727654217014e-02
9.48826175376763e+02	3.55757236620555e-01,6.10990789185581e-02
9.49484079550938e+02	3.55784627365788e-01,6.11253957513350e-02
9.50142439907618e+02	3.55812045567378e-01,6.11517158933411e-02
9.50801256763116e+02	3.55839491240739e-01,6.11780393178474e-02
9.51460530433962e+02	3.55866964401262e-01,6.12043659980891e-02
9.52120261236905e+02	3.55894465064314e-01,6.12306959072580e-02
9.52780449488916e+02	3.55921993245244e-01,6.12570290185018e-02
9.53441095507184e+02	3.55949548959373e-01,6.12833653049337e-02
9.54102199609118e+02	3.55977132222003e-01,6.13097047396278e-02
9.54763762112347e+02	3.56004743048411e-01,6.13360472956116e-02
9.55425783334722e+02	3.56032381453853e-01,6.13623929458797e-02
9.56088263594313e+02	3.56060047453561e-01,6.13887416633799e-02
9.56751203209410e+02	3.56087741062743e-01,6.14150934210270e-02
9.57414602498524e+02	3.56115462296587e-01,6.14414481916864e-02
9.58078461780388e+02	3.56143211170254e-01,6.14678059481948e-02
9.58742781373956e+02	3.56170987698887e-01,6.14941666633337e-02
9.59407561598400e+02	3.56198791897598e-01,6.15205303098644e-02
9.60072802773118e+02	3.56226623781483e-01,6.15468968604875e-02
9.60738505217725e+02	3.56254483365609e-01,6.15732662878764e-02
9.61404669252062e+02	3.56282370665023e-01,6.15996385646622e-02
9.62071295196188e+02	3.56310285694745e-01,6.16260136634345e-02
9.62738383370386e+02	3.56338228469775e-01,6.16523915567381e-02
9.63405934095160e+02	3.56366199005086e-01,6.16787722170880e-02
9.64073947691237e+02	3.56394197315628e-01,6.17051556169498e-02
9.64742424479567e+02	3.56422223416327e-01,6.17315417287539e-02
9.65411364781321e+02	3.56450277322085e-01,6.17579305248873e-02
9.66080768917893e+02	3.56478359047780e-01,6.17843219776994e-02
9.66750637210901e+02	3.56506468608265e-01,6.18107160594974e-02
9.67420969982185e+02	3.56534606018367e-01,6.18371127425525e-02
9.68091767553809e+02	3.56562771292891e-01,6.18635119990914e-02
9.68763030248058e+02	3.56590964446617e-01,6.18899138013003e-02
9.69434758387444e+02	3.56619185494300e-01,6.19163181213272e-02
9.70106952294700e+02	3.56647434450668e-01,6.19427249312824e-02
9.70779612292783e+02	3.56675711330428e-01,6.19691342032293e-02
9.71452738704876e+02	3.56704016148260e-01,6.19955459091968e-02
9.72126331854384e+02	3.56732348918818e-01,6.20219600211706e-02
9.72800392064936e+02	3.56760709656733e-01,6.20483765110986e-02
9.73474919660388e+02	3.56789098376607e-01,6.20747953508888e-02
9.74149914964817e+02	3.56817515093022e-01,6.21012165124065e-02
9.74825378302527e+02	3.56845959820530e-01,6.21276399674756e-02
9.75501309998048e+02	3.56874432573659e-01,6.21540656878864e-02
9.76177710376132e+02	3.56902933366911e-01,6.21804936453839e-02
9.76854579761757e+02	3.56931462214765e-01,6.22069238116693e-02
9.77531918480129e+02	3.56960019131670e-01,6.22333561584141e-02
9.78209726856675e+02	3.56988604132052e-01,6.22597906572409e-02
9.78888005217052e+02	3.57017217230309e-01,6.22862272797371e-02
9.79566753887140e+02	3.57045858440814e-01,6.23126659974453e-02
9.80245973193047e+02	3.57074527777914e-01,6.23391067818739e-02
9.80925663461104e+02	3.57103225255931e-01,6.23655496044808e-02
9.81605825017872e+02	3.57131950889157e-01,6.23919944366989e-02
9.82286458190135e+02	3.57160704691859e-01,6.24184412499122e-02
9.82967563304907e+02	3.57189486678281e-01,6.24448900154580e-02
9.83649140689426e+02	3.57218296862634e-01,6.24713407046500e-02
9.84331190671159e+02	3.57247135259107e-01,6.24977932887463e-02
9.85013713577797e+02	3.57276001881862e-01,6.25242477389731e-02
9.85696709737262e+02	3.57304896745032e-01,6.25507040265121e-02
9.86380179477701e+02	3.57333819862724e-01,6.25771621225117e-02
9.87064123127489e+02	3.57362771249017e-01,6.26036219980733e-02
9.87748541015229e+02	3.57391750917964e-01,6.26300836242616e-02
9.88433433469751e+02	3.57420758883590e-01,6.26565469720994e-02
9.89118800820115e+02	3.57449795159893e-01,6.26830120125726e-02
9.89804643395606e+02	3.57478859760843e-01,6.27094787166207e-02
9.90490961525741e+02	3.57507952700384e-01,6.27359470551517e-02
9.91177755540263e+02	3.57537073992430e-01,6.27624169990255e-02
9.91865025769143e+02	3.57566223650868e-01,6.27888885190670e-02
9.92552772542584e+02	3.57595401689558e-01,6.28153615860620e-02
9.93240996191015e+02	3.57624608122332e-01,6.28418361707487e-02
9.93929697045095e+02	3.57653842962993e-01,6.28683122438347e-02
9.94618875435712e+02	3.57683106225315e-01,6.28947897759819e-02
9.95308531693986e+02	3.57712397923048e-01,6.29212687378130e-02
9.95998666151262e+02	3.57741718069907e-01,6.29477490999132e-02
9.96689279139118e+02	3.57771066679586e-01,6.29742308328239e-02
9.97380370989362e+02	3.57800443765744e-01,6.30007139070479e-02
9.98071942034030e+02	3.57829849342016e-01,6.30271982930503e-02
9.98763992605390e+02	3.57859283422005e-01,6.30536839612543e-02
9.99456523035940e+02	3.57888746019288e-01,6.30801708820418e-02
1.00014953365841e+03	3.57918237147411e-01,6.31066590257579e-02
1.00084302480575e+03	3.57947756819892e-01,6.31331483627053e-02
1.00153699681116e+03	3.57977305050219e-01,6.31596388631476e-02
1.00223145000806e+03	3.58006881851853e-01,6.31861304973064e-02
1.00292638473010e+03	3.58036487238222e-01,6.32126232353710e-02
1.00362180131117e+03	3.58066121222729e-01,6.32391170474807e-02
1.00431770008537e+03	3.58095783818744e-01,6.32656119037387e-02
1.00501408138706e+03	3.58125475039609e-01,6.32921077742127e-02
1.00571094555081e+03	3.58155194898637e-01,6.33186046289227e-02
1.00640829291143e+03	3.58184943409109e-01,6.33451024378566e-02
1.00710612380397e+03	3.58214720584279e-01,6.33716011709575e-02
1.00780443856371e+03	3.58244526437368e-01,6.33981007981317e-02
1.00850323752614e+03	3.58274360981570e-01,6.34246012892394e-02
1.00920252102701e+03	3.58304224230047e-01,6.34511026141106e-02
1.00990228940230e+03	3.58334116195931e-01,6.34776047425267e-02
1.01060254298820e+03	3.58364036892323e-01,6.35041076442351e-02
1.01130328212116e+03	3.58393986332295e-01,6.35306112889436e-02
1.01200450713785e+03	3.58423964528889e-01,6.35571156463122e-02
1.01270621837518e+03	3.58453971495114e-01,6.35836206859710e-02
1.01340841617028e+03	3.58484007243950e-01,6.36101263775081e-02
1.01411110086052e+03	3.58514071788346e-01,6.36366326904644e-02
1.01481427278352e+03	3.58544165141219e-01,6.36631395943519e-02
1.01551793227712e+03	3.58574287315457e-01,6.36896470586343e-02
1.01622207967939e+03	3.58604438323914e-01,6.37161550527426e-02
1.01692671532863e+03	3.58634618179416e-01,6.37426635460628e-02
1.01763183956341e+03	3.58664826894757e-01,6.37691725079402e-02
1.01833745272248e+03	3.58695064482696e-01,6.37956819076902e-02
1.01904355514488e+03	3.58725330955965e-01,6.38221917145776e-02
1.01975014716984e+03	3.58755626327264e-01,6.38487018978291e-02
1.02045722913685e+03	3.58785950609258e-01,6.38752124266393e-02
1.02116480138563e+03	3.58816303814585e-01,6.39017232701539e-02
1.02187286425614e+03	3.58846685955845e-01,6.39282343974903e-02
1.02258141808857e+03	3.58877097045610e-01,6.39547457777144e-02
1.02329046322334e+03	3.58907537096423e-01,6.39812573798563e-02
1.02400000000112e+03	3.58938006120787e-01,6.40077691729109e-02
1.02471002876280e+03	3.58968504131179e-01,6.40342811258311e-02
1.02542054984953e+03	3.58999031140042e-01,6.40607932075271e-02
1.02613156360266e+03	3.59029587159785e-01,6.40873053868747e-02
1.02684307036382e+03	3.59060172202786e-01,6.41138176327084e-02
1.02755507047485e+03	3.59090786281390e-01,6.41403299138207e-02
1.02826756427783e+03	3.59121429407909e-01,6.41668421989695e-02
1.02898055211508e+03	3.59152101594623e-01,6.41933544568680e-02
1.02969403432916e+03	3.59182802853776e-01,6.42198666561954e-02
1.03040801126285e+03	3.59213533197584e-01,6.42463787655864e-02
1.03112248325921e+03	3.59244292638227e-01,6.42728907536392e-02
1.03183745066148e+03	3.59275081187850e-01,6.42994025889137e-02
1.03255291381319e+03	3.59305898858569e-01,6.43259142399279e-02
1.03326887305808e+03	3.59336745662461e-01,6.43524256751621e-02
1.03398532874014e+03	3.59367621611576e-01,6.43789368630568e-02
1.03470228120358e+03	3.59398526717924e-01,6.44054477720146e-02
1.03541973079287e+03	3.59429460993486e-01,6.44319583703956e-02
1.03613767785271e+03	3.59460424450208e-01,6.44584686265246e-02
1.03685612272804e+03	3.59491417100000e-01,6.44849785086821e-02
1.03757506576404e+03	3.59522438954739e-01,6.45114879851163e-02
1.03829450730612e+03	3.59553490026270e-01,6.45379970240292e-02
1.03901444769996e+03	3.59584570326401e-01,6.45645055935932e-02
1.03973488729143e+03	3.59615679866907e-01,6.45910136619288e-02
1.04045582642669e+03	3.59646818659527e-01,6.46175211971290e-02
1.04117726545210e+03	3.59677986715969e-01,6.46440281672402e-02
1.04189920471429e+03	3.59709184047903e-01,6.46705345402731e-02
1.04262164456011e+03	3.59740410666966e-01,6.46970402841987e-02
1.04334458533667e+03	3.59771666584759e-01,6.47235453669496e-02
1.04406802739129e+03	3.59802951812848e-01,6.47500497564194e-02
1.04479197107156e+03	3.59834266362766e-01,6.47765534204601e-02
1.04551641672531e+03	3.59865610246008e-01,6.48030563268909e-02
1.04624136470059e+03	3.59896983474037e-01,6.48295584434839e-02
1.04696681534571e+03	3.59928386058278e-01,6.48560597379802e-02
1.04769276900920e+03	3.59959818010122e-01,6.48825601780735e-02
1.04841922603987e+03	3.59991279340923e-01,6.49090597314323e-02
1.04914618678674e+03	3.60022770062002e-01,6.49355583656680e-02
1.04987365159907e+03	3.60054290184641e-01,6.49620560483680e-02
1.05060162082638e+03	3.60085839720090e-01,6.49885527470735e-02
1.05133009481843e+03	3.60117418679558e-01,6.50150484292939e-02
1.05205907392521e+03	3.60149027074224e-01,6.50415430624896e-02
1.05278855849697e+03	3.60180664915226e-01,6.50680366140923e-02
1.05351854888418e+03	3.60212332213667e-01,6.50945290514871e-02
1.05424904543757e+03	3.60244028980616e-01,6.51210203420278e-02
1.05498004850811e+03	3.60275755227104e-01,6.51475104530224e-02
1.05571155844702e+03	3.60307510964123e-01,6.51739993517475e-02
1.05644357560575e+03	3.60339296202632e-01,6.52004870054358e-02
1.05717610033600e+03	3.60371110953553e-01,6.52269733812805e-02
1.05790913298971e+03	3.60402955227768e-01,6.52534584464447e-02
1.05864267391908e+03	3.60434829036127e-01,6.52799421680420e-02
1.05937672347652e+03	3.60466732389438e-01,6.53064245131561e-02
1.06011128201473e+03	3.60498665298474e-01,6.53329054488291e-02
1.06084634988662e+03	3.60530627773973e-01,6.53593849420635e-02
1.06158192744536e+03	3.60562619826632e-01,6.53858629598236e-02
1.06231801504435e+03	3.60594641467111e-01,6.54123394690407e-02
1.06305461303726e+03	3.60626692706036e-01,6.54388144365998e-02
1.06379172177798e+03	3.60658773553991e-01,6.54652878293536e-02
1.06452934162065e+03	3.60690884021525e-01,6.54917596141119e-02
1.06526747291968e+03	3.60723024119149e-01,6.55182297576509e-02
1.06600611602970e+03	3.60755193857335e-01,6.55446982267068e-02
1.06674527130559e+03	3.60787393246517e-01,6.55711649879767e-02
1.06748493910248e+03	3.60819622297093e-01,6.55976300081183e-02
1.06822511977575e+03	3.60851881019418e-01,6.56240932537592e-02
1.06896581368101e+03	3.60884169423815e-01,6.56505546914751e-02
1.06970702117415e+03	3.60916487520562e-01,6.56770142878178e-02
1.07044874261126e+03	3.60948835319905e-01,6.57034720092917e-02
1.07119097834873e+03	3.60981212832047e-01,6.57299278223660e-02
1.07193372874314e+03	3.61013620067152e-01,6.57563816934756e-02
1.07267699415137e+03	3.61046057035349e-01,6.57828335890099e-02
1.07342077493051e+03	3.61078523746724e-01,6.58092834753271e-02
1.07416507143793e+03	3.61111020211326e-01,6.58357313187477e-02
1.07490988403120e+03	3.61143546439163e-01,6.58621770855507e-02
1.07565521306819e+03	3.61176102440208e-01,6.58886207419749e-02
1.07640105890699e+03	3.61208688224391e-01,6.59150622542274e-02
1.07714742190595e+03	3.61241303801603e-01,6.59415015884771e-02
1.07789430242365e+03	3.61273949181694e-01,6.59679387108536e-02
1.07864170081894e+03	3.61306624374479e-01,6.59943735874442e-02
1.07938961745090e+03	3.61339329389730e-01,6.60208061843081e-02
1.08013805267888e+03	3.61372064237179e-01,6.60472364674566e-02
1.08088700686247e+03	3.61404828926518e-01,6.60736644028769e-02
1.08163648036149e+03	3.61437623467401e-01,6.61000899565037e-02
1.08238647353604e+03	3.61470447869438e-01,6.61265130942463e-02
1.08313698674646e+03	3.61503302142205e-01,6.61529337819670e-02
1.08388802035333e+03	3.61536186295231e-01,6.61793519854966e-02
1.08463957471748e+03	3.61569100338007e-01,6.62057676706293e-02
1.08539165020001e+03	3.61602044279986e-01,6.62321808031171e-02
1.08614424716225e+03	3.61635018130577e-01,6.62585913486796e-02
1.08689736596579e+03	3.61668021899149e-01,6.62849992729967e-02
1.08765100697246e+03	3.61701055595030e-01,6.63114045417121e-02
1.08840517054436e+03	3.61734119227510e-01,6.63378071204272e-02
1.08915985704382e+03	3.61767212805832e-01,6.63642069747174e-02
1.08991506683344e+03	3.61800336339204e-01,6.63906040701097e-02
1.09067080027606e+03	3.61833489836789e-01,6.64169983721017e-02
1.09142705773478e+03	3.61866673307709e-01,6.64433898461506e-02
1.09218383957293e+03	3.61899886761046e-01,6.64697784576742e-02
1.09294114615412e+03	3.61933130205839e-01,6.64961641720593e-02
1.09369897784221e+03	3.61966403651085e-01,6.65225469546544e-02
1.09445733500128e+03	3.61999707105743e-01,6.65489267707640e-02
1.09521621799570e+03	3.62033040578724e-01,6.65753035856653e-02
1.09597562719007e+03	3.62066404078902e-01,6.66016773645950e-02
1.09673556294926e+03	3.62099797615106e-01,6.66280480727510e-02
1.09749602563837e+03	3.62133221196124e-01,6.66544156752972e-02
1.09825701562278e+03	3.62166674830702e-01,6.66807801373609e-02
