Freq.	V(rl)
8.74265764323430e+01	3.34922458028507e-01,-3.21880408734175e-02
8.74871969243375e+01	3.34918521781903e-01,-3.21830152131087e-02
8.75478594498212e+01	3.34914589140811e-01,-3.21780038526114e-02
8.76085640379395e+01	3.34910660098230e-01,-3.21730067916062e-02
8.76693107178581e+01	3.34906734647162e-01,-3.21680240297750e-02
8.77300995187630e+01	3.34902812780617e-01,-3.21630555668013e-02
8.77909304698602e+01	3.34898894491610e-01,-3.21581014023717e-02
8.78518036003763e+01	3.34894979773160e-01,-3.21531615361755e-02
8.79127189395579e+01	3.34891068618294e-01,-3.21482359679035e-02
8.79736765166720e+01	3.34887161020043e-01,-3.21433246972483e-02
8.80346763610058e+01	3.34883256971442e-01,-3.21384277239058e-02
8.80957185018669e+01	3.34879356465534e-01,-3.21335450475731e-02
8.81568029685831e+01	3.34875459495365e-01,-3.21286766679505e-02
8.82179297905027e+01	3.34871566053989e-01,-3.21238225847408e-02
8.82790989969943e+01	3.34867676134463e-01,-3.21189827976481e-02
8.83403106174467e+01	3.34863789729851e-01,-3.21141573063787e-02
8.84015646812693e+01	3.34859906833221e-01,-3.21093461106429e-02
8.84628612178919e+01	3.34856027437647e-01,-3.21045492101512e-02
8.85242002567644e+01	3.34852151536209e-01,-3.20997666046179e-02
8.85855818273574e+01	3.34848279121991e-01,-3.20949982937585e-02
8.86470059591619e+01	3.34844410188084e-01,-3.20902442772928e-02
8.87084726816893e+01	3.34840544727583e-01,-3.20855045549397e-02
8.87699820244715e+01	3.34836682733588e-01,-3.20807791264239e-02
8.88315340170608e+01	3.34832824199205e-01,-3.20760679914701e-02
8.88931286890300e+01	3.34828969117547e-01,-3.20713711498064e-02
8.89547660699726e+01	3.34825117481728e-01,-3.20666886011637e-02
8.90164461895023e+01	3.34821269284871e-01,-3.20620203452734e-02
8.90781690772536e+01	3.34817424520102e-01,-3.20573663818716e-02
8.91399347628814e+01	3.34813583180555e-01,-3.20527267106946e-02
8.92017432760612e+01	3.34809745259367e-01,-3.20481013314830e-02
8.92635946464892e+01	3.34805910749680e-01,-3.20434902439793e-02
8.93254889038820e+01	3.34802079644642e-01,-3.20388934479271e-02
8.93874260779768e+01	3.34798251937406e-01,-3.20343109430738e-02
8.94494061985317e+01	3.34794427621132e-01,-3.20297427291700e-02
8.95114292953250e+01	3.34790606688981e-01,-3.20251888059667e-02
8.95734953981561e+01	3.34786789134124e-01,-3.20206491732178e-02
8.96356045368447e+01	3.34782974949733e-01,-3.20161238306812e-02
8.96977567412314e+01	3.34779164128989e-01,-3.20116127781153e-02
8.97599520411774e+01	3.34775356665075e-01,-3.20071160152824e-02
8.98221904665646e+01	3.34771552551180e-01,-3.20026335419466e-02
8.98844720472956e+01	3.34767751780499e-01,-3.19981653578742e-02
8.99467968132939e+01	3.34763954346231e-01,-3.19937114628357e-02
9.00091647945035e+01	3.34760160241582e-01,-3.19892718566013e-02
9.00715760208894e+01	3.34756369459761e-01,-3.19848465389460e-02
9.01340305224372e+01	3.34752581993983e-01,-3.19804355096459e-02
9.01965283291533e+01	3.34748797837468e-01,-3.19760387684809e-02
9.02590694710651e+01	3.34745016983441e-01,-3.19716563152328e-02
9.03216539782205e+01	3.34741239425132e-01,-3.19672881496856e-02
9.03842818806885e+01	3.34737465155776e-01,-3.19629342716257e-02
9.04469532085590e+01	3.34733694168614e-01,-3.19585946808429e-02
9.05096679919424e+01	3.34729926456890e-01,-3.19542693771291e-02
9.05724262609704e+01	3.34726162013856e-01,-3.19499583602793e-02
9.06352280457952e+01	3.34722400832766e-01,-3.19456616300895e-02
9.06980733765903e+01	3.34718642906881e-01,-3.19413791863602e-02
9.07609622835499e+01	3.34714888229466e-01,-3.19371110288930e-02
9.08238947968891e+01	3.34711136793792e-01,-3.19328571574933e-02
9.08868709468440e+01	3.34707388593133e-01,-3.19286175719673e-02
9.09498907636717e+01	3.34703643620771e-01,-3.19243922721270e-02
9.10129542776504e+01	3.34699901869989e-01,-3.19201812577836e-02
9.10760615190789e+01	3.34696163334079e-01,-3.19159845287520e-02
9.11392125182775e+01	3.34692428006336e-01,-3.19118020848504e-02
9.12024073055871e+01	3.34688695880059e-01,-3.19076339259002e-02
9.12656459113700e+01	3.34684966948553e-01,-3.19034800517237e-02
9.13289283660093e+01	3.34681241205130e-01,-3.18993404621454e-02
9.13922546999092e+01	3.34677518643102e-01,-3.18952151569959e-02
9.14556249434951e+01	3.34673799255791e-01,-3.18911041361048e-02
9.15190391272134e+01	3.34670083036520e-01,-3.18870073993070e-02
9.15824972815316e+01	3.34666369978619e-01,-3.18829249464376e-02
9.16459994369385e+01	3.34662660075422e-01,-3.18788567773361e-02
9.17095456239438e+01	3.34658953320270e-01,-3.18748028918446e-02
9.17731358730784e+01	3.34655249706504e-01,-3.18707632898071e-02
9.18367702148945e+01	3.34651549227476e-01,-3.18667379710707e-02
9.19004486799654e+01	3.34647851876537e-01,-3.18627269354854e-02
9.19641712988856e+01	3.34644157647047e-01,-3.18587301829034e-02
9.20279381022709e+01	3.34640466532370e-01,-3.18547477131809e-02
9.20917491207582e+01	3.34636778525872e-01,-3.18507795261746e-02
9.21556043850057e+01	3.34633093620928e-01,-3.18468256217458e-02
9.22195039256928e+01	3.34629411810915e-01,-3.18428859997582e-02
9.22834477735203e+01	3.34625733089215e-01,-3.18389606600772e-02
9.23474359592101e+01	3.34622057449216e-01,-3.18350496025727e-02
9.24114685135057e+01	3.34618384884309e-01,-3.18311528271161e-02
9.24755454671717e+01	3.34614715387892e-01,-3.18272703335812e-02
9.25396668509939e+01	3.34611048953366e-01,-3.18234021218457e-02
9.26038326957798e+01	3.34607385574137e-01,-3.18195481917893e-02
9.26680430323580e+01	3.34603725243616e-01,-3.18157085432954e-02
9.27322978915785e+01	3.34600067955219e-01,-3.18118831762485e-02
9.27965973043129e+01	3.34596413702365e-01,-3.18080720905379e-02
9.28609413014538e+01	3.34592762478481e-01,-3.18042752860545e-02
9.29253299139157e+01	3.34589114276996e-01,-3.18004927626919e-02
9.29897631726342e+01	3.34585469091344e-01,-3.17967245203477e-02
9.30542411085664e+01	3.34581826914964e-01,-3.17929705589208e-02
9.31187637526911e+01	3.34578187741300e-01,-3.17892308783137e-02
9.31833311360082e+01	3.34574551563801e-01,-3.17855054784321e-02
9.32479432895394e+01	3.34570918375918e-01,-3.17817943591828e-02
9.33126002443279e+01	3.34567288171111e-01,-3.17780975204788e-02
9.33773020314381e+01	3.34563660942840e-01,-3.17744149622321e-02
9.34420486819563e+01	3.34560036684574e-01,-3.17707466843599e-02
9.35068402269902e+01	3.34556415389782e-01,-3.17670926867823e-02
9.35716766976692e+01	3.34552797051942e-01,-3.17634529694210e-02
9.36365581251440e+01	3.34549181664534e-01,-3.17598275322014e-02
9.37014845405872e+01	3.34545569221043e-01,-3.17562163750519e-02
9.37664559751928e+01	3.34541959714958e-01,-3.17526194979034e-02
9.38314724601766e+01	3.34538353139774e-01,-3.17490369006899e-02
9.38965340267760e+01	3.34534749488990e-01,-3.17454685833479e-02
9.39616407062500e+01	3.34531148756108e-01,-3.17419145458187e-02
9.40267925298792e+01	3.34527550934638e-01,-3.17383747880426e-02
9.40919895289661e+01	3.34523956018090e-01,-3.17348493099667e-02
9.41572317348348e+01	3.34520363999983e-01,-3.17313381115395e-02
9.42225191788310e+01	3.34516774873837e-01,-3.17278411927115e-02
9.42878518923224e+01	3.34513188633177e-01,-3.17243585534382e-02
9.43532299066982e+01	3.34509605271535e-01,-3.17208901936761e-02
9.44186532533695e+01	3.34506024782446e-01,-3.17174361133862e-02
9.44841219637691e+01	3.34502447159447e-01,-3.17139963125313e-02
9.45496360693518e+01	3.34498872396084e-01,-3.17105707910782e-02
9.46151956015938e+01	3.34495300485903e-01,-3.17071595489954e-02
9.46808005919936e+01	3.34491731422458e-01,-3.17037625862552e-02
9.47464510720712e+01	3.34488165199306e-01,-3.17003799028330e-02
9.48121470733686e+01	3.34484601810007e-01,-3.16970114987067e-02
9.48778886274496e+01	3.34481041248128e-01,-3.16936573738582e-02
9.49436757659000e+01	3.34477483507238e-01,-3.16903175282706e-02
9.50095085203274e+01	3.34473928580912e-01,-3.16869919619321e-02
9.50753869223614e+01	3.34470376462730e-01,-3.16836806748314e-02
9.51413110036534e+01	3.34466827146273e-01,-3.16803836669638e-02
9.52072807958768e+01	3.34463280625130e-01,-3.16771009383239e-02
9.52732963307270e+01	3.34459736892893e-01,-3.16738324889110e-02
9.53393576399215e+01	3.34456195943158e-01,-3.16705783187280e-02
9.54054647551995e+01	3.34452657769526e-01,-3.16673384277801e-02
9.54716177083225e+01	3.34449122365601e-01,-3.16641128160758e-02
9.55378165310737e+01	3.34445589724992e-01,-3.16609014836264e-02
9.56040612552587e+01	3.34442059841313e-01,-3.16577044304458e-02
9.56703519127049e+01	3.34438532708183e-01,-3.16545216565530e-02
9.57366885352619e+01	3.34435008319222e-01,-3.16513531619674e-02
9.58030711548012e+01	3.34431486668057e-01,-3.16481989467129e-02
9.58694998032167e+01	3.34427967748319e-01,-3.16450590108170e-02
9.59359745124241e+01	3.34424451553642e-01,-3.16419333543093e-02
9.60024953143615e+01	3.34420938077666e-01,-3.16388219772225e-02
9.60690622409890e+01	3.34417427314034e-01,-3.16357248795931e-02
9.61356753242888e+01	3.34413919256394e-01,-3.16326420614600e-02
9.62023345962653e+01	3.34410413898396e-01,-3.16295735228656e-02
9.62690400889454e+01	3.34406911233698e-01,-3.16265192638557e-02
9.63357918343777e+01	3.34403411255958e-01,-3.16234792844782e-02
9.64025898646335e+01	3.34399913958842e-01,-3.16204535847858e-02
9.64694342118059e+01	3.34396419336018e-01,-3.16174421648329e-02
9.65363249080107e+01	3.34392927381158e-01,-3.16144450246771e-02
9.66032619853855e+01	3.34389438087940e-01,-3.16114621643801e-02
9.66702454760906e+01	3.34385951450044e-01,-3.16084935840062e-02
9.67372754123083e+01	3.34382467461155e-01,-3.16055392836227e-02
9.68043518262434e+01	3.34378986114962e-01,-3.16025992632998e-02
9.68714747501230e+01	3.34375507405159e-01,-3.15996735231118e-02
9.69386442161964e+01	3.34372031325444e-01,-3.15967620631362e-02
9.70058602567355e+01	3.34368557869517e-01,-3.15938648834521e-02
9.70731229040343e+01	3.34365087031084e-01,-3.15909819841439e-02
9.71404321904096e+01	3.34361618803855e-01,-3.15881133652976e-02
9.72077881482001e+01	3.34358153181544e-01,-3.15852590270029e-02
9.72751908097673e+01	3.34354690157868e-01,-3.15824189693532e-02
9.73426402074949e+01	3.34351229726550e-01,-3.15795931924441e-02
9.74101363737893e+01	3.34347771881315e-01,-3.15767816963760e-02
9.74776793410792e+01	3.34344316615893e-01,-3.15739844812509e-02
9.75452691418157e+01	3.34340863924018e-01,-3.15712015471738e-02
9.76129058084727e+01	3.34337413799429e-01,-3.15684328942555e-02
9.76805893735464e+01	3.34333966235866e-01,-3.15656785226071e-02
9.77483198695555e+01	3.34330521227077e-01,-3.15629384323453e-02
9.78160973290414e+01	3.34327078766811e-01,-3.15602126235878e-02
9.78839217845679e+01	3.34323638848821e-01,-3.15575010964571e-02
9.79517932687216e+01	3.34320201466867e-01,-3.15548038510786e-02
9.80197118141114e+01	3.34316766614709e-01,-3.15521208875818e-02
9.80876774533691e+01	3.34313334286114e-01,-3.15494522060973e-02
9.81556902191489e+01	3.34309904474851e-01,-3.15467978067609e-02
9.82237501441278e+01	3.34306477174694e-01,-3.15441576897105e-02
9.82918572610054e+01	3.34303052379421e-01,-3.15415318550891e-02
9.83600116025040e+01	3.34299630082813e-01,-3.15389203030409e-02
9.84282132013685e+01	3.34296210278655e-01,-3.15363230337140e-02
9.84964620903665e+01	3.34292792960737e-01,-3.15337400472605e-02
9.85647583022885e+01	3.34289378122853e-01,-3.15311713438361e-02
9.86331018699476e+01	3.34285965758798e-01,-3.15286169235979e-02
9.87014928261797e+01	3.34282555862375e-01,-3.15260767867079e-02
9.87699312038434e+01	3.34279148427387e-01,-3.15235509333317e-02
9.88384170358201e+01	3.34275743447644e-01,-3.15210393636368e-02
9.89069503550140e+01	3.34272340916958e-01,-3.15185420777954e-02
9.89755311943523e+01	3.34268940829145e-01,-3.15160590759818e-02
9.90441595867847e+01	3.34265543178025e-01,-3.15135903583750e-02
9.91128355652841e+01	3.34262147957423e-01,-3.15111359251568e-02
9.91815591628459e+01	3.34258755161166e-01,-3.15086957765113e-02
9.92503304124886e+01	3.34255364783085e-01,-3.15062699126282e-02
9.93191493472536e+01	3.34251976817017e-01,-3.15038583336983e-02
9.93880160002052e+01	3.34248591256799e-01,-3.15014610399176e-02
9.94569304044305e+01	3.34245208096275e-01,-3.14990780314833e-02
9.95258925930397e+01	3.34241827329292e-01,-3.14967093085985e-02
9.95949025991659e+01	3.34238448949699e-01,-3.14943548714689e-02
9.96639604559651e+01	3.34235072951351e-01,-3.14920147203018e-02
9.97330661966164e+01	3.34231699328106e-01,-3.14896888553108e-02
9.98022198543218e+01	3.34228328073825e-01,-3.14873772767104e-02
9.98714214623066e+01	3.34224959182373e-01,-3.14850799847202e-02
9.99406710538186e+01	3.34221592647619e-01,-3.14827969795621e-02
1.00009968662129e+02	3.34218228463437e-01,-3.14805282614622e-02
1.00079314320533e+02	3.34214866623701e-01,-3.14782738306497e-02
1.00148708062346e+02	3.34211507122293e-01,-3.14760336873576e-02
1.00218149920910e+02	3.34208149953095e-01,-3.14738078318217e-02
1.00287639929588e+02	3.34204795109996e-01,-3.14715962642809e-02
1.00357178121767e+02	3.34201442586885e-01,-3.14693989849793e-02
1.00426764530857e+02	3.34198092377658e-01,-3.14672159941630e-02
1.00496399190290e+02	3.34194744476213e-01,-3.14650472920821e-02
1.00566082133523e+02	3.34191398876451e-01,-3.14628928789895e-02
1.00635813394036e+02	3.34188055572278e-01,-3.14607527551420e-02
1.00705593005330e+02	3.34184714557603e-01,-3.14586269208005e-02
1.00775421000931e+02	3.34181375826338e-01,-3.14565153762286e-02
1.00845297414390e+02	3.34178039372400e-01,-3.14544181216937e-02
1.00915222279277e+02	3.34174705189708e-01,-3.14523351574669e-02
1.00985195629189e+02	3.34171373272185e-01,-3.14502664838218e-02
1.01055217497745e+02	3.34168043613759e-01,-3.14482121010365e-02
1.01125287918586e+02	3.34164716208360e-01,-3.14461720093917e-02
1.01195406925379e+02	3.34161391049921e-01,-3.14441462091738e-02
1.01265574551811e+02	3.34158068132381e-01,-3.14421347006698e-02
1.01335790831597e+02	3.34154747449679e-01,-3.14401374841721e-02
1.01406055798470e+02	3.34151428995761e-01,-3.14381545599760e-02
1.01476369486190e+02	3.34148112764574e-01,-3.14361859283804e-02
1.01546731928540e+02	3.34144798750070e-01,-3.14342315896875e-02
1.01617143159326e+02	3.34141486946204e-01,-3.14322915442030e-02
1.01687603212376e+02	3.34138177346934e-01,-3.14303657922382e-02
1.01758112121543e+02	3.34134869946222e-01,-3.14284543341044e-02
1.01828669920704e+02	3.34131564738032e-01,-3.14265571701181e-02
1.01899276643758e+02	3.34128261716335e-01,-3.14246743006010e-02
1.01969932324629e+02	3.34124960875102e-01,-3.14228057258758e-02
1.02040636997263e+02	3.34121662208307e-01,-3.14209514462703e-02
1.02111390695631e+02	3.34118365709932e-01,-3.14191114621153e-02
1.02182193453726e+02	3.34115071373957e-01,-3.14172857737456e-02
1.02253045305566e+02	3.34111779194369e-01,-3.14154743814985e-02
1.02323946285191e+02	3.34108489165157e-01,-3.14136772857161e-02
1.02394896426667e+02	3.34105201280313e-01,-3.14118944867444e-02
1.02465895764082e+02	3.34101915533833e-01,-3.14101259849312e-02
1.02536944331546e+02	3.34098631919716e-01,-3.14083717806294e-02
1.02608042163197e+02	3.34095350431965e-01,-3.14066318741952e-02
1.02679189293193e+02	3.34092071064586e-01,-3.14049062659881e-02
1.02750385755717e+02	3.34088793811588e-01,-3.14031949563718e-02
1.02821631584975e+02	3.34085518666984e-01,-3.14014979457129e-02
1.02892926815199e+02	3.34082245624789e-01,-3.13998152343821e-02
1.02964271480640e+02	3.34078974679023e-01,-3.13981468227538e-02
1.03035665615579e+02	3.34075705823708e-01,-3.13964927112055e-02
1.03107109254315e+02	3.34072439052870e-01,-3.13948529001187e-02
1.03178602431175e+02	3.34069174360537e-01,-3.13932273898789e-02
1.03250145180508e+02	3.34065911740743e-01,-3.13916161808750e-02
1.03321737536685e+02	3.34062651187523e-01,-3.13900192734989e-02
1.03393379534105e+02	3.34059392694915e-01,-3.13884366681473e-02
1.03465071207188e+02	3.34056136256961e-01,-3.13868683652198e-02
1.03536812590378e+02	3.34052881867707e-01,-3.13853143651194e-02
1.03608603718144e+02	3.34049629521201e-01,-3.13837746682540e-02
1.03680444624978e+02	3.34046379211496e-01,-3.13822492750337e-02
1.03752335345395e+02	3.34043130932644e-01,-3.13807381858734e-02
1.03824275913937e+02	3.34039884678706e-01,-3.13792414011912e-02
1.03896266365168e+02	3.34036640443741e-01,-3.13777589214092e-02
1.03968306733674e+02	3.34033398221815e-01,-3.13762907469528e-02
1.04040397054069e+02	3.34030158006995e-01,-3.13748368782516e-02
1.04112537360988e+02	3.34026919793351e-01,-3.13733973157379e-02
1.04184727689092e+02	3.34023683574957e-01,-3.13719720598490e-02
1.04256968073064e+02	3.34020449345891e-01,-3.13705611110247e-02
1.04329258547612e+02	3.34017217100233e-01,-3.13691644697105e-02
1.04401599147470e+02	3.34013986832066e-01,-3.13677821363526e-02
1.04473989907392e+02	3.34010758535475e-01,-3.13664141114037e-02
1.04546430862160e+02	3.34007532204551e-01,-3.13650603953189e-02
1.04618922046577e+02	3.34004307833387e-01,-3.13637209885573e-02
1.04691463495473e+02	3.34001085416076e-01,-3.13623958915820e-02
1.04764055243700e+02	3.33997864946720e-01,-3.13610851048584e-02
1.04836697326135e+02	3.33994646419418e-01,-3.13597886288586e-02
1.04909389777679e+02	3.33991429828276e-01,-3.13585064640552e-02
1.04982132633258e+02	3.33988215167402e-01,-3.13572386109269e-02
1.05054925927821e+02	3.33985002430906e-01,-3.13559850699552e-02
1.05127769696342e+02	3.33981791612902e-01,-3.13547458416258e-02
1.05200663973818e+02	3.33978582707508e-01,-3.13535209264270e-02
1.05273608795273e+02	3.33975375708843e-01,-3.13523103248524e-02
1.05346604195752e+02	3.33972170611030e-01,-3.13511140373983e-02
1.05419650210327e+02	3.33968967408195e-01,-3.13499320645660e-02
1.05492746874092e+02	3.33965766094467e-01,-3.13487644068595e-02
1.05565894222168e+02	3.33962566663978e-01,-3.13476110647860e-02
1.05639092289698e+02	3.33959369110861e-01,-3.13464720388587e-02
1.05712341111850e+02	3.33956173429256e-01,-3.13453473295930e-02
1.05785640723817e+02	3.33952979613303e-01,-3.13442369375084e-02
1.05858991160816e+02	3.33949787657145e-01,-3.13431408631277e-02
1.05932392458088e+02	3.33946597554929e-01,-3.13420591069786e-02
1.06005844650900e+02	3.33943409300804e-01,-3.13409916695924e-02
1.06079347774541e+02	3.33940222888923e-01,-3.13399385515037e-02
1.06152901864327e+02	3.33937038313441e-01,-3.13388997532504e-02
1.06226506955596e+02	3.33933855568516e-01,-3.13378752753764e-02
1.06300163083713e+02	3.33930674648309e-01,-3.13368651184271e-02
1.06373870284065e+02	3.33927495546984e-01,-3.13358692829529e-02
1.06447628592066e+02	3.33924318258707e-01,-3.13348877695081e-02
1.06521438043153e+02	3.33921142777649e-01,-3.13339205786503e-02
1.06595298672789e+02	3.33917969097981e-01,-3.13329677109414e-02
1.06669210516458e+02	3.33914797213879e-01,-3.13320291669472e-02
1.06743173609674e+02	3.33911627119521e-01,-3.13311049472365e-02
1.06817187987971e+02	3.33908458809088e-01,-3.13301950523832e-02
1.06891253686910e+02	3.33905292276763e-01,-3.13292994829649e-02
1.06965370742076e+02	3.33902127516733e-01,-3.13284182395621e-02
1.07039539189079e+02	3.33898964523188e-01,-3.13275513227601e-02
1.07113759063553e+02	3.33895803290318e-01,-3.13266987331476e-02
1.07188030401157e+02	3.33892643812319e-01,-3.13258604713175e-02
1.07262353237576e+02	3.33889486083389e-01,-3.13250365378670e-02
1.07336727608518e+02	3.33886330097728e-01,-3.13242269333959e-02
1.07411153549716e+02	3.33883175849539e-01,-3.13234316585089e-02
1.07485631096929e+02	3.33880023333027e-01,-3.13226507138143e-02
1.07560160285939e+02	3.33876872542402e-01,-3.13218840999250e-02
1.07634741152555e+02	3.33873723471874e-01,-3.13211318174565e-02
1.07709373732608e+02	3.33870576115657e-01,-3.13203938670298e-02
1.07784058061957e+02	3.33867430467968e-01,-3.13196702492681e-02
1.07858794176483e+02	3.33864286523026e-01,-3.13189609647997e-02
1.07933582112094e+02	3.33861144275053e-01,-3.13182660142568e-02
1.08008421904722e+02	3.33858003718274e-01,-3.13175853982751e-02
1.08083313590324e+02	3.33854864846915e-01,-3.13169191174947e-02
1.08158257204881e+02	3.33851727655208e-01,-3.13162671725589e-02
1.08233252784402e+02	3.33848592137384e-01,-3.13156295641158e-02
1.08308300364917e+02	3.33845458287678e-01,-3.13150062928171e-02
1.08383399982483e+02	3.33842326100329e-01,-3.13143973593176e-02
1.08458551673183e+02	3.33839195569577e-01,-3.13138027642779e-02
1.08533755473123e+02	3.33836066689664e-01,-3.13132225083620e-02
1.08609011418435e+02	3.33832939454837e-01,-3.13126565922357e-02
1.08684319545276e+02	3.33829813859344e-01,-3.13121050165722e-02
1.08759679889828e+02	3.33826689897435e-01,-3.13115677820456e-02
1.08835092488297e+02	3.33823567563364e-01,-3.13110448893360e-02
1.08910557376918e+02	3.33820446851386e-01,-3.13105363391276e-02
1.08986074591945e+02	3.33817327755761e-01,-3.13100421321068e-02
1.09061644169663e+02	3.33814210270748e-01,-3.13095622689655e-02
1.09137266146379e+02	3.33811094390612e-01,-3.13090967503993e-02
1.09212940558425e+02	3.33807980109618e-01,-3.13086455771072e-02
1.09288667442160e+02	3.33804867422035e-01,-3.13082087497927e-02
1.09364446833967e+02	3.33801756322135e-01,-3.13077862691632e-02
1.09440278770253e+02	3.33798646804190e-01,-3.13073781359312e-02
1.09516163287454e+02	3.33795538862476e-01,-3.13069843508110e-02
1.09592100422028e+02	3.33792432491273e-01,-3.13066049145225e-02
1.09668090210458e+02	3.33789327684860e-01,-3.13062398277892e-02
1.09744132689255e+02	3.33786224437522e-01,-3.13058890913389e-02
1.09820227894954e+02	3.33783122743544e-01,-3.13055527059025e-02
1.09896375864114e+02	3.33780022597214e-01,-3.13052306722172e-02
1.09972576633321e+02	3.33776923992824e-01,-3.13049229910206e-02
1.10048830239186e+02	3.33773826924666e-01,-3.13046296630583e-02
1.10125136718346e+02	3.33770731387035e-01,-3.13043506890769e-02
1.10201496107461e+02	3.33767637374230e-01,-3.13040860698288e-02
1.10277908443220e+02	3.33764544880552e-01,-3.13038358060697e-02
1.10354373762334e+02	3.33761453900301e-01,-3.13035998985594e-02
1.10430892101542e+02	3.33758364427785e-01,-3.13033783480621e-02
1.10507463497607e+02	3.33755276457310e-01,-3.13031711553461e-02
1.10584087987317e+02	3.33752189983186e-01,-3.13029783211830e-02
1.10660765607489e+02	3.33749104999725e-01,-3.13027998463496e-02
1.10737496394961e+02	3.33746021501241e-01,-3.13026357316256e-02
1.10814280386598e+02	3.33742939482052e-01,-3.13024859777962e-02
1.10891117619293e+02	3.33739858936477e-01,-3.13023505856489e-02
1.10968008129962e+02	3.33736779858836e-01,-3.13022295559772e-02
1.11044951955547e+02	3.33733702243454e-01,-3.13021228895772e-02
1.11121949133016e+02	3.33730626084656e-01,-3.13020305872498e-02
1.11198999699362e+02	3.33727551376771e-01,-3.13019526497999e-02
1.11276103691605e+02	3.33724478114130e-01,-3.13018890780365e-02
1.11353261146790e+02	3.33721406291065e-01,-3.13018398727723e-02
1.11430472101987e+02	3.33718335901912e-01,-3.13018050348252e-02
1.11507736594292e+02	3.33715266941007e-01,-3.13017845650162e-02
1.11585054660827e+02	3.33712199402690e-01,-3.13017784641702e-02
1.11662426338740e+02	3.33709133281303e-01,-3.13017867331175e-02
1.11739851665205e+02	3.33706068571191e-01,-3.13018093726914e-02
1.11817330677420e+02	3.33703005266698e-01,-3.13018463837296e-02
1.11894863412611e+02	3.33699943362174e-01,-3.13018977670746e-02
1.11972449908028e+02	3.33696882851970e-01,-3.13019635235716e-02
1.12050090200949e+02	3.33693823730437e-01,-3.13020436540715e-02
1.12127784328675e+02	3.33690765991931e-01,-3.13021381594286e-02
1.12205532328536e+02	3.33687709630809e-01,-3.13022470405016e-02
1.12283334237885e+02	3.33684654641431e-01,-3.13023702981521e-02
1.12361190094102e+02	3.33681601018157e-01,-3.13025079332482e-02
1.12439099934594e+02	3.33678548755352e-01,-3.13026599466605e-02
1.12517063796792e+02	3.33675497847380e-01,-3.13028263392638e-02
1.12595081718155e+02	3.33672448288610e-01,-3.13030071119379e-02
1.12673153736167e+02	3.33669400073412e-01,-3.13032022655655e-02
1.12751279888337e+02	3.33666353196157e-01,-3.13034118010353e-02
1.12829460212202e+02	3.33663307651220e-01,-3.13036357192388e-02
1.12907694745323e+02	3.33660263432977e-01,-3.13038740210711e-02
1.12985983525288e+02	3.33657220535806e-01,-3.13041267074341e-02
1.13064326589712e+02	3.33654178954087e-01,-3.13043937792304e-02
1.13142723976234e+02	3.33651138682203e-01,-3.13046752373696e-02
1.13221175722521e+02	3.33648099714538e-01,-3.13049710827649e-02
1.13299681866266e+02	3.33645062045479e-01,-3.13052813163322e-02
1.13378242445187e+02	3.33642025669413e-01,-3.13056059389932e-02
1.13456857497028e+02	3.33638990580732e-01,-3.13059449516730e-02
1.13535527059560e+02	3.33635956773828e-01,-3.13062983553019e-02
1.13614251170580e+02	3.33632924243095e-01,-3.13066661508130e-02
1.13693029867913e+02	3.33629892982930e-01,-3.13070483391445e-02
1.13771863189406e+02	3.33626862987731e-01,-3.13074449212391e-02
1.13850751172936e+02	3.33623834251899e-01,-3.13078558980421e-02
1.13929693856404e+02	3.33620806769836e-01,-3.13082812705053e-02
1.14008691277740e+02	3.33617780535946e-01,-3.13087210395836e-02
1.14087743474897e+02	3.33614755544636e-01,-3.13091752062356e-02
1.14166850485857e+02	3.33611731790314e-01,-3.13096437714250e-02
1.14246012348626e+02	3.33608709267390e-01,-3.13101267361189e-02
1.14325229101239e+02	3.33605687970276e-01,-3.13106241012900e-02
1.14404500781754e+02	3.33602667893386e-01,-3.13111358679140e-02
1.14483827428259e+02	3.33599649031135e-01,-3.13116620369707e-02
1.14563209078866e+02	3.33596631377942e-01,-3.13122026094460e-02
1.14642645771714e+02	3.33593614928227e-01,-3.13127575863278e-02
1.14722137544969e+02	3.33590599676410e-01,-3.13133269686094e-02
1.14801684436824e+02	3.33587585616915e-01,-3.13139107572884e-02
1.14881286485495e+02	3.33584572744168e-01,-3.13145089533662e-02
1.14960943729229e+02	3.33581561052594e-01,-3.13151215578488e-02
1.15040656206298e+02	3.33578550536624e-01,-3.13157485717468e-02
1.15120423954998e+02	3.33575541190688e-01,-3.13163899960738e-02
1.15200247013656e+02	3.33572533009218e-01,-3.13170458318500e-02
1.15280125420621e+02	3.33569525986648e-01,-3.13177160800966e-02
1.15360059214273e+02	3.33566520117416e-01,-3.13184007418420e-02
1.15440048433014e+02	3.33563515395959e-01,-3.13190998181182e-02
1.15520093115277e+02	3.33560511816716e-01,-3.13198133099600e-02
1.15600193299520e+02	3.33557509374128e-01,-3.13205412184088e-02
1.15680349024226e+02	3.33554508062640e-01,-3.13212835445079e-02
1.15760560327906e+02	3.33551507876697e-01,-3.13220402893073e-02
1.15840827249099e+02	3.33548508810744e-01,-3.13228114538590e-02
1.15921149826368e+02	3.33545510859230e-01,-3.13235970392208e-02
1.16001528098306e+02	3.33542514016606e-01,-3.13243970464549e-02
1.16081962103529e+02	3.33539518277323e-01,-3.13252114766270e-02
1.16162451880684e+02	3.33536523635835e-01,-3.13260403308074e-02
